id;title;like;vote_average
3179;Beavis y Butt-Head recorren America;;6.5
3291;Buenas noches, y buena suerte;;6.8
3472;Negocios ocultos;;6.8
3482;El tren;;7.2
3489;88 minutos;;5.7
3509;A Scanner Darkly (Una mirada en la oscuridad);;6.8
3512;Alerta máxima 2;;5.6
3536;U-571;;6.1
3558;Inocencia interrumpida;;7.6
3580;El intercambio;;7.3
3587;Bogus;;5.4
3594;El número 23;;6.3
3595;;;6.4
3597;Sé lo que hicisteis el último verano;;5.6
3600;Aún sé lo que hicisteis el último verano;;5.1
3604;Flash Gordon;;6.1
3635;La joven de la perla;;6.4
3638;Sin reservas;;6.1
3682;54 (Studio 54);;5.5
3683;Banderas de nuestros padres;;6.7
3766;La dama de Shanghai;;7.2
3877;Cosas que perdimos en el fuego;;6.7
3902;I'm not there;;6.6
3933;La novia cadáver;1;7.2
3981;¿En qué piensan las mujeres?;;6.1
3989;Team America: La policía del mundo;;6.6
4011;Bitelchús;;7.1
4012;The Believer (El creyente);;
4032;Mi chica;;7.0
4105;Black Rain;;6.2
4107;Domingo Sangriento;;7.2
4108;Transporter;1;6.6
4133;Blow;;7.4
4147;Camino a la perdición;;7.3
4148;Revolutionary Road;;6.7
4170;Trade. El precio de la inocencia;;6.8
4174;Recuerda;;7.3
4232;Scream;;7.0
4233;Scream 2;0;6.1
4234;Scream 3;0;
4244;The Kid (El chico);;6.0
4248;Scary Movie 2;0;5.4
4251;Veer-Zaara;;7.4
4256;Scary Movie 3;0;5.8
4257;Scary Movie 4;0;5.3
4258;Scary Movie 5;0;4.6
4327;Los ángeles de Charlie;;5.6
4347;Expiación, más allá de la pasión;;7.4
4348;Orgullo y prejuicio;;7.7
4349;La sombra del reino;;6.5
4379;La madre del novio;0;5.6
4380;Shall We Dance? (¿Bailamos?);;5.9
4421;La teniente O'Neil;;6.0
4442;El secreto de los hermanos Grimm;;5.6
4464;Seabiscuit, más allá de la leyenda;;6.7
4474;Mi super ex-novia;0;4.8
4476;Leyendas de pasión;;7.2
4477;La sombra del diablo;;5.9
4512;El asesinato de Jesse James por el cobarde Robert Ford;;7.0
4513;30 días de oscuridad;;6.2
4515;Leones por corderos;;6.0
4517;Elizabeth: La edad de oro;;6.6
4518;Elizabeth;;7.1
4523;Encantada: La historia de Giselle;;6.6
4547;La habitación del pánico;;6.5
4550;Sympathy for Lady Vengeance;;7.4
4551;Be Cool;;5.4
4553;El maquinista;;7.3
4566;;;6.5
4584;Sentido y sensibilidad;;
4597;Blindado;;5.5
4599;Mamá a la fuerza;;5.9
4614;;;5.9
4638;Arma fatal;;7.4
4657;Jindabyne;;5.7
4688;Across the Universe;;
4723;Southland Tales;;5.2
4806;Novia a la fuga;;5.7
4816;Ghost Dog, el camino del samurai;;7.2
4824;The Jackal (Chacal);;6.1
4836;Layer Cake (Crimen organizado);;7.0
4858;Invasión;;5.7
4911;Dark Blue;;6.5
4912;Confesiones de una mente peligrosa;;6.6
4922;El curioso caso de Benjamin Button;1;7.3
4929;Cometieron dos errores;;6.7
4935;El castillo ambulante;1;8.2
4942;Ella es el partido;;5.7
4944;Quemar después de leer;;6.5
4951;10 razones para odiarte;;
4953;Rebobine, por favor;;6.2
4958;La leyenda de Bagger Vance;;6.3
4959;The International: Dinero en la sombra;;6.0
4960;Synecdoche, New York;;7.4
4964;Lío embarazoso;;6.2
4965;Infiltrado;;6.1
4967;Más que amigos;;5.9
4970;Gothika;;5.8
4982;American Gangster;;7.4
4995;Boogie nights;;7.5
4997;Wonderland;;6.2
5038;Vicky Cristina Barcelona;;
5072;Desmembrados;;6.4
5123;August Rush: El triunfo de un sueño;;7.1
5125;Expediente Anwar;;6.2
5126;El niño de Marte;;6.8
5137;Sky Captain y el mundo del mañana;;5.7
5172;El granjero astronauta;;6.2
5174;Hora punta 3;0;6.1
5175;Hora punta 2;0;6.4
5176;El tren de las 3:10;;6.9
5178;Un buen corazón;;6.0
5236;Kiss Kiss, Bang Bang;;7.2
5255;Polar Express;;
5279;Gosford Park;;6.8
5353;La sombra del cazador;;6.6
5393;Érase una vez... un cuento al revés;0;4.6
5491;Campo de batalla: La Tierra;0;3.0
5494;George y el dragón;;5.0
5503;El fugitivo;;7.2
5516;Ladykillers;;
5528;Los chicos del coro;1;7.5
5550;RoboCop 3;0;4.2
5551;Space Cowboys;;6.3
5559;Bee Movie;;5.7
5689;El lago azul;;5.8
5708;Control;;7.5
5722;El valle de los placeres;;6.6
5723;Once (Una Vez);;7.3
5759;Cabeza de bolsa;;5.8
5769;Tom Jones;;6.1
5780;Cortina rasgada;;6.4
5820;La sombra de la sospecha;;5.8
5822;Sweet Sweetback's Baadasssss Song;;4.6
5852;Mirada de ángel;;5.6
5854;La trama;;6.7
5876;La niebla;1;6.7
5900;The Dress;;7.0
5902;Un puente lejano;;6.9
5915;Hacia rutas salvajes;;7.8
5925;La gran evasión;;7.8
5955;El juramento;;6.5
5966;Y entonces llegó ella;0;5.8
5971;Nunca fuimos ángeles;;5.6
5994;Family Man;;6.5
6007;Elling;;7.0
6016;El buen ladrón;;6.0
6020;La casa de la fraternidad;;4.6
6023;Posdata: Te quiero;1;6.9
6038;Los rebeldes de Shanghai;;6.0
6068;Seis días y siete noches;;5.6
6071;El sabor de la muerte;;
6073;The Mexican;;5.8
6106;Salvador;;7.0
6114;Dracula de Bram Stoker;;7.1
6116;Spice World: La película;0;4.7
6171;El cazador de sueños;;5.3
6217;El beso de la pantera;;6.0
6278;El imperio del fuego;;
6282;El bar Coyote;;5.8
6415;Tres reyes;;6.6
6435;Prácticamente magia;;6.3
6439;Héroe a rayas;;5.1
6440;Atando cabos;;6.4
6466;Freddy contra Jason;;5.8
6477;Alvin y las ardillas;0;5.5
6478;Beyond the Sea;;6.5
6479;Soy leyenda;1;
6488;Aracnofobia;;6.2
6519;Dos chalados y muchas curvas;;5.1
6520;El primer caballero;;5.9
6521;Candidata al poder;;6.7
6537;El orfanato;;7.1
6538;La guerra de Charlie Wilson;;6.5
6552;El Diablo Metió la Mano;;6.1
6557;27 vestidos;;6.1
6575;Dewey Cox: una vida larga y dura;;6.6
6615;Lars y una chica de verdad;;7.1
6623;El pacificador;;5.8
6639;El amor en los tiempos del cólera;;6.4
6687;Transsiberian;;6.5
6795;Zathura: Una aventura espacial;;
6877;Novia por contrato;;5.5
6933;Llamada perdida;;4.7
6947;El bosque;;6.2
6950;Estallido;;6.3
6957;Virgen a los 40;;6.2
6961;El día de la boda;;6.2
6963;El hombre del tiempo;;6.0
6964;Cuando menos te lo esperas...;;6.3
6968;RAF Facción del ejército rojo;;7.1
6972;Australia;;6.3
6973;En el valle de Elah;;6.6
6977;No es país para viejos;;7.7
6978;Golpe en la pequeña China;;7.1
7006;White Noise 2: la Luz;;5.6
7191;Monstruoso;;6.4
7214;Entrenador Carter;;7.3
7220;The Punisher (El castigador);0;6.1
7278;Casi 300;1;3.7
7288;Duplex;;5.9
7299;Equilibrium;;6.9
7301;Conociendo a Jim;;6.4
7303;Sucedió en Manhattan;;5.6
7304;La prueba del crimen;;7.0
7305;¡Viven!;;6.7
7326;Juno;;7.0
7341;La ira: Carrie 2;0;5.1
7345;Pozos de ambición;;7.9
7347;Tropa de élite;;7.8
7350;Ahora o nunca;;7.0
7364;Sahara;;5.7
7443;Chicken Run: Evasión en la granja;;6.5
7445;Brothers (Hermanos);;6.8
7446;Tropic Thunder, ¡una guerra muy perra!;;
7450;Titan A.E.;;
7451;xXx;;5.8
7453;Guía del autoestopista galáctico;;6.6
7459;Speed Racer;0;5.7
7461;En el punto de mira;0;6.2
7484;Colegas en el bosque;;6.1
7485;Shooter: El tirador;;6.9
7501;Ajuste de cuentas;0;5.9
7504;Tierra;;
7509;Agua;;6.8
7510;Recortes de mi vida;;5.8
7512;Idiocracia;;6.3
7515;London: Oscura obsesión;;6.1
7516;Ases calientes;;6.4
7518;Vecinos invasores;0;6.3
7547;Come Early Morning;;5.9
7548;The libertine;;5.9
7552;Dick y Jane, ladrones de risa;;5.9
7553;¡Marchando!;;
7735;La ola;;7.5
7737;Resident Evil 3: Extinción;1;6.1
7859;Half Nelson;;6.5
7863;Shine. El resplandor de un genio;;7.3
7870;En el valle;;5.9
7873;;;6.3
7874;Black Snake Moan;;
7913;रंग दे बसंती;;7.2
7942;Corredor de fondo;;6.2
7944;Shine a Light;;7.2
7973;Caramel;;6.8
7978;El hombre lobo;;5.5
7979;Cometas en el cielo;;7.3
7980;;;6.6
8007;Tras la línea enemiga;;6.0
8009;Los inmortales;;6.8
8011;Los inmortales III: El hechicero;;4.5
8012;Cómo conquistar Hollywood;;6.4
8046;Una relación peligrosa;;3.5
8051;Embriagado de amor;;6.9
8053;Los tres entierros de Melquiades Estrada;;7.0
8054;El imaginario del doctor Parnassus;;
8055;The Reader (El lector);;7.2
8060;El juego del matrimonio;;6.1
8065;21: Blackjack;1;6.5
8068;Desperado;;6.8
8069;Barbarella;;5.7
8077;Alien³;1;6.2
8078;Alien: Resurrección;1;5.9
8080;Sospechoso cero;;5.5
8090;Rastro oculto;;5.9
8095;Cleopatra;;6.7
8141;You Kill Me;;6.2
8193;Napoleon Dynamite;;6.7
8195;Ronin;;6.7
8197;Medianoche en el jardín del bien y del mal;;6.3
8198;El americano impasible;;6.4
8202;Aeon Flux;;5.4
8204;Las crónicas de Spiderwick;0;6.3
8224;Asesinato en 8mm;0;6.1
8247;Jumper;1;5.9
8265;Bienvenidos al Norte;;6.8
8271;Disturbia;;6.6
8272;La familia Savages;;6.8
8273;American Pie ¡Menuda boda!;1;6.0
8285;The Spirit;;4.7
8291;Poetic Justice;;6.9
8292;Cuatro hermanos;;6.7
8293;Regreso a Howards End;;6.9
8321;Escondidos en Brujas;;7.4
8326;La maldición de los hoyos;;
8328;Step Up 2 The Streets;0;6.5
8329;[•REC];;7.1
8337;Están vivos;;7.1
8338;;;6.4
8346;Mi gran boda griega;;
8355;Ice Age 3: El origen de los dinosaurios;0;
8357;¿¡Y tú qué sabes!?;;5.8
8358;Náufrago;;7.5
8359;Kit Kittredge: Sueños de periodista;;6.4
8363;Supersalidos;1;7.0
8367;Robin Hood: Príncipe de los ladrones;;6.6
8373;Transformers: La venganza de los caídos;0;6.0
8374;Los elegidos;;7.2
8386;;;6.3
8390;Definitivamente, quizás;;6.7
8408;El día de los muertos;;
8409;;;5.8
8413;Horizonte final;;
8416;El conformista;;7.6
8427;Soy espía;;5.2
8435;Tristram Shandy: A Cock and Bull Story;;6.2
8452;El sexto día;;
8456;Rompiendo las reglas;;6.4
8457;No tan duro de pelar;;5.5
8461;Funny Games;;6.3
8467;Dos tontos muy tontos;0;6.5
8469;Desmadre a la americana;;
8470;John Q;;7.0
8487;Wild Wild West;;5.1
8488;Hitch: Especialista en ligues;;6.4
8489;Ali;;
8536;Superman II;0;6.5
8545;Little Voice;;6.6
8584;Shanghai Kid, del este al oeste;;6.2
8587;El rey león;1;8.0
8592;Dick Tracy;;5.9
8617;Una noche para morir;;4.8
8618;The History Boys;;6.6
8619;Master and commander: Al otro lado del mundo;;6.9
8643;El exorcismo de Emily Rose;;6.3
8645;El incidente;;
8649;Al límite;;6.6
8656;Deep Impact;;5.9
8665;K-19: The Widowmaker;;6.1
8669;Charlie Bartlett;;6.5
8675;Orgazmo;;6.2
8676;Como locos... a por el oro;;5.4
8681;Venganza;0;7.2
8688;Snake Eyes (Ojos de serpiente);;5.8
8698;La liga de los hombres extraordinarios;1;5.7
8699;El reportero: La leyenda de Ron Burgundy;;6.7
8741;La delgada línea roja;;7.2
8744;Albino Alligator;;5.6
8780;Baby Mama (Mamá de alquiler);;5.8
8810;Mad Max 2: El Guerrero de la Carretera;;7.3
8814;Doom;;5.0
8818;Evita;;5.9
8831;Timecop (Policía en el tiempo);;5.5
8834;Conspiración;;6.5
8835;Una rubia muy legal;;6.1
8836;X-Files: Creer es la clave;;5.5
8838;Mercury Rising (Al rojo vivo);;6.0
8839;Casper;0;6.0
8840;Dragonheart (Corazón de dragón);;6.4
8841;La clase;;
8842;Contra las cuerdas;;4.5
8843;La celda;;6.0
8847;Standard Operating Procedure;;6.6
8848;El gran golpe;;6.6
8849;Alfie;;5.6
8850;La sombra;;5.4
8854;Steel, un héroe de acero;0;4.3
8859;Colega, ¿dónde está mi coche?;1;5.2
8869;Arac Attack;;5.4
8870;Planeta Rojo;;5.4
8871;El Grinch;;6.2
8872;Wayne's World: ¡Qué desparrame!;;6.5
8874;La boda de mi mejor amigo;0;6.3
8875;Timber falls;;5.2
8879;El jinete pálido;;7.0
8883;Flame y citrón;;6.8
8885;Vals con Bashir;;7.8
8909;Wanted (Se busca);1;6.4
8913;El cementerio viviente;;
8914;Deep Blue Sea;;5.6
8916;Antz (Hormigaz);0;6.0
8920;Garfield: la película;0;5.2
8922;Jeepers Creepers;;6.1
8942;Wendy and Lucy;;6.4
8944;Algo pasa en Hollywood;;5.2
8952;Phillip Morris ¡Te quiero!;;6.4
8953;Steamboy;;6.4
8960;Hancock;1;6.2
8961;Dos policías rebeldes II;;6.3
8963;Marea roja;;7.0
8966;Crepúsculo;1;5.8
8967;El árbol de la vida;;6.5
8968;Boogeyman: La puerta del miedo;;4.6
8970;Forasteros en Nueva York;;5.0
8975;Persecución extrema;;5.0
8976;El amor es lo que tiene;;6.5
8978;Asalto al distrito 13;;6.0
8981;Mi querido Frankie;;7.0
8982;Thai Dragon;;
8984;Acoso;;5.9
8987;Río salvaje;;6.1
8988;Ausente;;6.1
8998;Amigos con dinero;;5.1
8999;Sin control (Derailed);;6.1
9003;Hellraiser (Los que traen el infierno);;6.9
9007;Ojalá fuera cierto;;6.5
9008;El dilema (The Insider);;7.3
9009;Dark Water (La huella);;5.3
9012;Jackass: La película;0;6.1
9013;Huida a medianoche;;7.2
9016;El planeta del tesoro;1;7.2
9021;Santa Claus 2;;5.5
9022;Seducción mortal;;5.7
9023;Spirit: El corcel indomable;;7.4
9026;La importancia de llamarse Ernesto;;
9027;El gurú del sexo;;5.1
9029;Algo pasa en Las Vegas;;5.8
9030;The Eye (Visiones);;5.5
9032;Un papá genial;0;6.1
9034;Amigas a la fuerza;;5.5
9035;Slither: La plaga;;6.3
9036;Bajo cero;;6.7
9042;La caverna maldita;;5.1
9043;La joya de la familia;;6.2
9045;Amén.;;7.1
9053;DOA: Dead or Alive;;
9059;Historias de la cripta: Caballero del diablo;;6.7
9067;La chica del tanque;;5.5
9072;Pequeño pero matón;;5.3
9074;El jefe;;5.4
9075;El libro negro;;7.2
9087;El presidente y Miss Wade;;6.5
9089;A casa por vacaciones;;
9092;Blancanieves: la verdadera historia;0;6.0
9093;Las cuatro plumas;;
9095;El secreto de Mary Reilly;;5.7
9096;Los últimos días del Edén;;5.8
9099;El sargento Bilko;;5.5
9100;Jóvenes y brujas;;6.3
9104;Buffalo Soldiers;;6.5
9208;Broken Arrow: Alarma nuclear;;5.7
9257;S.W.A.T.: Los hombres de Harrelson;;5.8
9260;Bienvenidos a Collinwood;;
9266;En el filo de las olas;;5.6
9268;;;5.6
9271;Virtuosity;;5.4
9273;Ace Ventura: Operación África;;6.1
9275;Smoochy;;5.9
9276;The Faculty;;6.2
9277;El golpe;;7.9
9279;Un padre en apuros;;5.5
9280;Femme Fatale;;6.2
9281;Único testigo;;7.0
9282;11:14 - Destino fatal;;6.8
9285;Road Trip (Viaje de pirados);;5.9
9286;Destino final 3;0;5.8
9288;Dragones y mazmorras 2;0;4.8
9289;El día más largo;;7.2
9290;Cocodrilo Dundee en los Ángeles;0;4.7
9291;El clan de los rompehuesos;;6.2
9292;El gran halcón;;5.4
9294;Phenomenon;;6.2
9297;Monster House;;
9302;Íntimo y personal;;5.9
9303;Lazos ardientes;;6.9
9304;Mis dobles, mi mujer y yo;;5.5
9306;La isla del Dr. Moreau;;4.6
9310;American Dreamz (Salto a la fama);;4.9
9311;Smilla, misterio en la nieve;;6.6
9312;Mortal Kombat;;5.4
9313;El hombre de la máscara de hierro;;6.3
9315;Plan de vuelo: desaparecida;;6.1
9327;El profesor chiflado;0;5.4
9331;Peligro inminente;;6.4
9334;El rey Escorpión;1;5.3
9335;Transporter 2;0;6.2
9336;;;6.5
9339;Click;;6.0
9341;El núcleo;;5.4
9342;La máscara del Zorro;0;6.3
9344;Kids;;6.8
9348;Species (Especie mortal);;
9350;Máximo riesgo;;6.1
9352;Eurotrip;;6.5
9353;Super Nacho;;5.6
9355;Mad Max: Más allá de la cúpula del trueno;;5.9
9357;Retratos de una obsesión;;6.6
9358;Destino final 2;0;5.9
9360;Anaconda;;4.7
9361;El último mohicano;1;7.1
9362;Temblores;;6.6
9366;Donnie Brasco;;7.4
9367;El Mariachi;;6.6
9372;Super Size Me;;6.6
9374;La muerte os sienta tan bien;;6.3
9378;13 fantasmas;0;5.4
9381;Babylon;;5.4
9383;El hombre sin sombra;;5.6
9384;Starsky y Hutch;;
9387;Conan, el bárbaro;;6.6
9388;Gracias por fumar;;7.1
9389;Renacimiento;;6.7
9390;Jerry Maguire;;6.7
9392;The Descent;;6.8
9396;Cocodrilo Dundee II;;5.5
9398;Zoolander (Un descerebrado de moda);;6.1
9400;Hasta el final;;6.9
9408;Locos por el surf;;5.9
9414;El hombre que no sabía nada;;6.5
9416;El dinero es lo primero;;5.9
9422;Acción Civil;;6.1
9424;Comportamiento Perturbado;;5.5
9425;Soldier;;6.1
9427;Full Monty;1;6.8
9428;Los Tenenbaums. Una familia de genios;;7.4
9429;Movida en el Roxbury;;5.9
9430;Viviendo sin límites;;7.0
9433;El desafío;;6.7
9434;Un asesino algo especial;;6.9
9437;El coleccionista de amantes;;6.2
9440;Primary Colors;;6.1
9441;Quédate a mi lado;;6.9
9443;Carros de fuego;;
9444;Anastasia;1;7.4
9447;Babe, el cerdito en la ciudad;;5.2
9448;Equipo Mortal;;6.1
9449;Los Borrowers, una gran aventura;;5.8
9451;Election;;6.7
9452;Bulworth;;6.3
9454;Por siempre jamás;;6.8
9455;El Corruptor;;6.0
9457;Deep Rising: El misterio de las profundidades;;6.0
9459;Woodstock, 3 días de paz y música;;
9464;Buffalo '66;;7.1
9466;Celebrity;;6.0
9469;Una mala jugada;;6.7
9470;;;7.2
9471;Los ángeles de Charlie: Al límite;;
9472;Cuestión de pelotas;;
9473;South Park: Más grande, más largo y sin cortes;1;7.1
9476;;;6.6
9481;El coleccionista de huesos;;6.5
9486;Johnny English;0;6.0
9487;;;6.8
9488;Spy Kids 2: La isla de los sueños perdidos;0;5.3
9489;Tienes un e-mail;;6.3
9490;Medio flipado;;6.4
9493;Los gemelos golpean dos veces;0;5.7
9495;El cuervo;;7.3
9502;Kung Fu Panda;1;6.9
9504;Éxito a cualquier precio;;7.5
9509;El fuego de la venganza;;7.3
9513;Garfield 2;0;5.1
9515;Matador;;6.2
9516;Infierno en Los Ángeles;;7.2
9517;Bully;;6.7
9526;El último show;;6.4
9531;Superman III;0;5.3
9532;Destino final;0;6.4
9533;El dragón rojo;;6.7
9535;Una terapia peligrosa;;6.4
9541;Una chica de Jersey;;5.8
9543;El príncipe de Persia: Las arenas del tiempo;0;6.2
9544;Miedo punto com;;3.2
9548;Las aventuras de Ford Fairlane;;6.2
9549;Elegidos para la gloria;;7.3
9550;La casa de las dagas voladoras;;7.1
9552;El exorcista;1;7.5
9555;Generación robada;;6.8
9557;Boat Trip: Este barco es un peligro;0;4.7
9562;Timeline;;5.4
9563;Un domingo cualquiera;;6.8
9566;Fanático;;5.7
9567;;;6.4
9570;El abismo negro;;
9571;Movida del 76 (Dazed and Confused);;7.4
9573;Deuda de sangre;;
9574;;;5.3
9576;Tootsie;;6.9
9582;Cosas de tíos;;5.3
9583;Clan ya-ya;;5.6
9587;Mujercitas;;
9588;Un vaquero sin rumbo;;6.5
9591;The Wonders;;6.8
9593;El último gran héroe;;6.1
9594;Doble impacto;;5.3
9598;Babe El Cerdito Valiente;0;6.0
9600;Esta abuela es un peligro;0;5.6
9603;Clueless (Fuera de onda);;6.9
9607;Super Mario Bros.;0;4.0
9610;Conan, el destructor;;5.8
9613;Spider;;6.4
9614;Terminagolf (Happy Gilmore);;6.5
9615;A todo gas: Tokyo Race;1;6.1
9616;Devorador de pecados;;4.8
9618;Tango y Cash;;6.1
9619;Un pueblo llamado Dante's Peak;;5.7
9620;Paycheck;;5.9
9621;Elizabethtown;;6.1
9623;Coacción a un jurado;;5.5
9624;En tierra peligrosa;;4.5
9625;Glimmer man;;4.7
9626;El guerrero rojo;;5.0
9631;Negociador;;6.8
9637;Scooby-Doo;0;5.4
9641;Doce fuera de casa;;5.7
9644;Con el arma a punto;;5.7
9645;;;5.3
9647;Los fantasmas atacan al jefe;;6.7
9654;The Italian Job;;6.6
9655;Ella es el chico;;6.4
9656;Negra Navidad;;4.8
9659;;;6.6
9662;Bienvenidos a Belleville;;7.3
9664;Flyboys: Héroes del aire;;6.3
9665;Tiempos de gloria;;7.4
9667;The Jacket;;6.8
9671;Cocodrilo Dundee;;6.3
9672;Historia de un crimen;;6.4
9675;Entre copas;;6.9
9676;La dalia negra;;5.7
9678;Little Nicky;1;5.2
9679;60 segundos;;6.1
9682;Pulse (Conexión);;5.0
9683;Bubble Boy (El Chico de la Burbuja);;5.1
9685;La gran caída de Igby;;6.5
9686;Historias de Nueva York;;
9689;Un final made in Hollywood;;6.4
9691;Asesinos;;6.0
9693;Hijos de los hombres;;7.4
9697;La joven del agua;;5.3
9700;La ciudad perdida;;6.0
9701;En tierra de hombres;;6.8
9702;Sangre por sangre;;7.7
9703;La última legión;;5.0
9705;Operación Swordfish;;6.1
9707;Bubba Ho-tep;;6.7
9709;Mi Verano de Amor;;6.0
9713;Es... el gurú, una incontrolable tentación;;4.9
9715;Siempre queda el amor;;
9716;Todos dicen I love you;;6.5
9718;Pasado de vueltas;;6.2
9725;Viernes 13, 2ª parte;0;6.0
9726;Un buen año;;6.5
9728;Viernes 13, parte III;0;5.7
9729;Where the Truth Lies;;5.9
9730;Viernes 13. Último capítulo;0;5.9
9731;Viernes 13. Parte V: Un nuevo comienzo;0;5.1
9737;Dos policías rebeldes;;6.5
9741;El protegido;;6.9
9746;Kundun;;6.8
9754;Firewall;;
9759;Cellular;;6.1
9760;Epic Movie;;3.2
9762;Step Up (Bailando);0;6.7
9763;¡Goool! La película;;6.6
9766;La vida en juego;;6.5
9767;Separados;;
9770;Mad City;0;5.9
9772;Air Force One (El avión del presidente);0;6.2
9776;De incompetente a presidente;;5.3
9778;Serendipity;;6.6
9779;Uno para todas;0;
9781;Cero en conducta;;6.7
9782;Voces en la noche;;5.5
9783;Sublime;;5.3
9787;Los amos de Dogtown;;7.0
9792;Las colinas tienen ojos;;6.1
9793;El retorno de los malditos (Las colinas tienen ojos 2);0;5.2
9794;El empleado del mes;;5.3
9798;Enemigo público;;6.7
9799;A todo gas;0;6.6
9800;Philadelphia;;7.6
9801;Bridget Jones: Sobreviviré;;6.1
9802;La roca;;6.9
9804;Waterworld;;5.9
9806;Los Increíbles;1;7.4
9809;Un novato en prisión;;5.5
9813;El silencio;;
9816;Espera al último baile;;6.3
9819;La habitación de Marvin;;6.6
9821;Un mundo a su medida;;7.1
9822;Mi gran amigo Joe;;5.9
9823;Mortal Kombat: Aniquilación;;3.8
9824;Mystery Men (Hombres misteriosos);;5.7
9825;Mandíbulas;0;5.5
9826;The Phantom (El hombre enmascarado);;4.7
9829;United 93;;6.9
9833;El fantasma de la ópera;;7.0
9836;Happy Feet: Rompiendo el Hielo;0;5.9
9837;El príncipe de Egipto;0;6.8
9839;Amar peligrosamente;;6.7
9842;Escuela de pringaos;;5.6
9849;Mi marciano favorito;;5.1
9869;Juego de patriotas;;6.3
9870;Paso de ti;;6.4
9877;Leyenda urbana;;5.6
9879;Striptease;;4.4
9880;Princesa por sorpresa;;6.5
9882;Estado de sitio;;6.0
9884;Daño colateral;;5.5
9889;Amor ciego;;5.7
9890;Las mujeres perfectas;;5.4
9893;Sleepover;;5.3
9894;Un loco a domicilio;;5.7
9895;El hombre del año;;5.8
9896;Ratas a la carrera;;6.0
9899;Los productores;;6.1
9900;El rey del mando;;6.6
9902;Km. 666 (Desvío al infierno);;6.0
9903;La gran estafa;;6.4
9906;Ant Bully, bienvenido al hormiguero;0;5.5
9907;El corral, una fiesta muy bestia;;5.3
9912;Burt Munro: Un sueño, una leyenda;;7.3
9913;La llave del mal;;6.4
9916;The Last Sin Eater;;6.2
9918;Camino a la gloria;;7.2
9919;Cómo perder a un chico en 10 días;;6.3
9920;Ultravioleta;;4.8
9922;Mensajero del futuro;;
9923;Domino;;6.0
9928;Robots;;
9930;Peligrosamente juntos;;5.8
9932;Otra terapia peligrosa. ¡Recaída total!;;5.7
9942;Una mujer en la liga;;6.6
9944;El informe Pelícano;;6.3
9945;Vampiros de John Carpenter;;5.8
9946;El fin de los días;;5.5
9947;Elektra;;4.8
9950;Declaradme culpable;;6.5
9952;Rescate al amanecer;;6.9
9954;La alianza del mal;;5.2
9955;Patinazo a la gloria;;5.9
9957;Los calientabanquillos;0;5.2
9962;The Good Girl;;6.1
9963;Premonition (7 días);;5.8
9969;Un vecino con pocas luces;;5.1
9975;Jorge el curioso;;6.2
9978;Alex Rider: Operación Stormbreaker;0;5.1
9981;Un entrenador genial;0;5.6
9982;Chicken Little;;5.6
9986;La telaraña de Carlota;0;5.8
9988;La fiesta de la cerveza ¡Bebe hasta reventar! (Beerfest);;5.8
9989;Conspiracion en la Red;;5.8
9991;Mean Machine (Jugar duro);;6.0
9992;Arthur y los Minimoys;1;6.0
10003;El santo;;5.9
10008;Maleficio;;
10012;La maldición (Cursed);;5.1
10013;Peggy Sue se casó;;5.9
10014;Pesadilla en Elm Street 2: La venganza de Freddy;;5.7
10016;Fantasmas de Marte;;4.8
10017;El aparecido;;5.9
10022;Un canguro superduro;0;
10024;La decisión de Anne;;7.1
10025;Devuélveme mi suerte;;5.8
10027;Danny the Dog;;6.6
10028;Honey;;6.0
10029;Very Bad Things;;6.2
10030;Novio por una noche;0;5.5
10034;Arriba y abajo (High Heels and Low Lifes);;6.4
10040;Miss Agente Especial 2: Armada y fabulosa;;5.3
10045;Distrito 13;;6.5
10047;Juana de Arco de Luc Besson;;6.2
10048;Stealth: La amenaza invisible;;4.9
10050;Así es el amor;;
10052;Dragonfly (La sombra de la libélula);;6.1
10053;Cuando llama un extraño;;5.4
10054;Spy Kids;0;5.5
10060;Get Rich or Die Tryin';;6.3
10061;2013: Rescate en L.A.;;5.6
10065;La morada del miedo;;6.0
10066;La casa de cera;;5.5
10067;Cariño, estoy hecho un perro;;4.5
10068;9 semanas y media;;5.8
10069;Stay Alive;;5.3
10070;Feast: Atrapados;;6.1
10071;Los hermanos Solomon;;4.9
10072;Pesadilla en Elm Street 3: Los guerreros del sueño;;6.5
10073;Date Movie;;
10074;Flipado sobre ruedas;;
10075;La marca del lobo;;5.4
10077;El sonido del trueno;;4.8
10090;¡Maderos 091!;;5.6
10092;Cry Wolf;;5.6
10096;El sueño de mi vida;;6.3
10105;Saints and Soldiers;;6.6
10115;¡Que les den!;;6.3
10117;Acción Jackson;;4.9
10131;Pesadilla en Elm Street 4: El amo del sueño;0;5.8
10132;Hablando con la muerte;;6.7
10133;Cypher;;6.7
10135;De profesión: duro;;6.3
10136;El chico de oro;;5.6
10137;Stuart Little;;5.8
10138;Iron Man 2;0;6.6
10139;Mi nombre es Harvey Milk;;7.1
10140;Las crónicas de Narnia: La travesía del viajero del alba;0;6.2
10147;Bad Santa;;6.5
10152;Dos tontos muy tontos: Cuando Harry encontró a Lloyd;0;4.1
10153;Esfera;;5.8
10154;;;5.3
10156;La loca historia del mundo;;6.5
10159;El tesoro del Amazonas;;6.4
10160;Pesadilla en Elm Street 5: El niño de los sueños;;5.5
10162;Despertando a Ned;;7.4
10163;El cortador de césped;;5.4
