id;title;like;vote_average
10167;;;4.6
10179;Guerreros del espacio;;5.7
10183;Frozen river (Río helado);;6.7
10184;Qué les pasa a los hombres;;6.2
10185;El vagón de la muerte;;6.0
10186;Un rockero de pelotas;;5.6
10187;El último voto;;5.8
10188;Uno para todas 2;;6.0
10189;Superfumados;0;6.6
10191;Cómo entrenar a tu dragón;1;7.5
10192;Shrek, felices para siempre (Shrek 4);0;6.0
10193;Toy Story 3;1;7.6
10195;Thor;1;6.6
10196;Airbender, el último guerrero;;4.7
10197;Nine;;5.1
10198;Tiana y el sapo;0;6.7
10199;;;5.8
10200;Ultimátum a la Tierra;0;5.2
10201;Di que sí;;6.4
10202;Más allá de los sueños;;5.9
10204;La vuelta al mundo en 80 días;;5.7
10207;Mensaje en una botella;;5.8
10208;Los Teleñecos en el espacio;0;
10212;Ravenous;;6.9
10214;La máscara 2 (El hijo de la máscara);0;3.6
10215;Dos vidas en un instante;;6.5
10217;El dulce porvenir;;6.8
10218;Swingers;;6.8
10219;Mientras nieva sobre los cedros;;6.3
10220;Rounders;;6.9
10223;Un plan sencillo;;6.9
10225;Viernes 13. 6ª parte: Jason vive;;5.7
10226;Alta Tensión;;
10229;Un paseo para recordar;;7.5
10238;Gritos y susurros;;7.8
10246;;;6.1
10253;Guerra de Dragones;;4.0
10269;Yentl;;6.2
10279;Nadie está a salvo de Sam;;6.3
10280;Maleficio (Thinner);;5.5
10281;Viernes 13. 7ª parte: Sangre nueva;;5.3
10283;Viernes 13. Parte VIII: Jason vuelve... para siempre;0;4.8
10285;Viernes 13: Jason se va al Infierno;0;4.2
10288;Fido;;6.6
10306;Poltergeist III;;4.5
10307;Stigmata;;6.0
10312;Patch Adams;;7.0
10313;Los hombres que miraban fijamente a las cabras;1;5.9
10314;Alguien como tú;;5.7
10315;Fantástico Sr. Fox;;7.5
10316;Los idus de marzo;;6.5
10317;Expertos en crisis;;5.8
10320;The Ring 2 (La señal 2);;5.4
10327;Una rubia muy legal 2;;5.1
10329;Congo;;5.0
10330;Ponte en mi lugar;;6.0
10331;La noche de los muertos vivientes;;7.5
10333;El príncipe de las mareas;;5.9
10336;Spawn;;5.0
10339;Moby Dick;;6.9
10350;Wing Commander;0;4.0
10353;Los visitantes regresan por el túnel del tiempo;;5.8
10357;Volcano;;5.2
10358;¿Hacemos una porno?;;6.1
10362;Two Lovers;;6.6
10364;Trampa 22;;6.7
10366;Soldado universal. El retorno;0;4.2
10368;Té con Mussolini;;5.8
10375;D-Tox (Ojo asesino);;5.3
10377;Mi primo Vinny;;7.3
10383;Poseídos;0;4.5
10384;;;4.9
10385;Colgadas;;5.0
10386;El gigante de hierro;;7.6
10388;El halcón inglés;;6.6
10390;Entre el amor y el juego;;6.3
10391;La bendición;;
10393;Equipo a la fuerza;;6.1
10395;Lobo;;6.0
10397;Las cenizas de Ángela;;7.0
10398;Doble traición;0;6.2
10400;Huracán Carter;;7.2
10402;Gigoló;;5.5
10410;Hoffa, un pulso al poder;;6.1
10413;Sin Escape (Ganar o morir);;5.5
10414;Somos los mejores;;6.4
10416;¿De qué planeta vienes?;;5.4
10425;Bobby Z;;5.8
10426;Friday After Next;;6.0
10428;Hackers, piratas informáticos;1;6.2
10431;El asesino (War);;6.0
10436;La edad de la inocencia;;7.0
10437;Los Teleñecos en Cuentos de Navidad;0;7.2
10439;El retorno de las brujas;;6.4
10445;Tierras de penumbra;;6.8
10448;Rapa Nui;;6.2
10461;Get Carter (Asesino implacable);;
10468;28 días;;6.0
10471;Next friday;;6.4
10472;Esta chica me pone;;
10476;Hustle & Flow;;6.9
10477;Driven;;4.5
10478;Tin Cup;;5.9
10480;Persiguiendo a Betty;;5.9
10481;102 dálmatas;0;5.1
10483;Death Race: La carrera de la muerte;0;6.0
10488;La isla de Nim;;5.6
10490;Muérete bonita;;6.4
10496;Bats (Murciélagos);;4.1
10501;La ruta hacia El Dorado;;7.0
10514;La amenaza de Andrómeda;;7.0
10521;Guerra de novias;0;5.9
10523;W.;;6.1
10527;Madagascar 2;0;6.2
10528;Sherlock Holmes;0;7.0
10530;Pocahontas;0;6.7
10533;La letra escarlata;;5.5
10534;Tormenta blanca;;6.3
10535;Espía como puedas;0;4.9
10537;The Doors;;
10545;El jorobado de Notre Dame;1;6.8
10549;Hamlet;1;7.3
10550;Enemigos: Ecks contra Sever;;4.3
10555;El espantatiburones;;5.8
10557;Oriente es oriente;;6.5
10559;Frequency;;7.0
10560;El ritmo del éxito;;6.8
10563;Tango para tres;;5.4
10564;La fuerza del amor;;6.9
10567;Dinosaurio;;6.2
10569;Granujas de medio pelo;;6.4
10571;Chicos y chicas;;5.4
10577;Drácula 2000;;4.6
10585;Muñeco diabólico;;6.3
10586;Los demonios de la noche;;6.4
10588;El gato;;4.9
10589;El gran golpe;;6.0
10590;Cuando éramos soldados;;6.7
10591;La vecina de al lado;;6.3
10592;La guerra de Hart;;5.9
10603;;;5.4
10610;El poder del talismán;;5.3
10611;La barbería;;6.2
10615;Pootie Tang;;5.4
10622;El super chef;;6.3
10623;Nacer para morir;;5.8
10625;Chicas malas;;6.9
10628;Canguro Jack: Trinca y brinca;;4.3
10629;Veronica Guerin;;6.8
10632;The Hunted (La presa);;6.0
10634;Friday (Todo en un viernes);;7.0
10637;Titanes, hicieron historia;;7.4
10641;Otoño en Nueva York;;5.7
10642;Un perdedor con suerte;;5.0
10643;Godzilla 2000;;5.9
10646;Juerga de solteros;0;4.9
10647;Cadena de favores;;
10655;Gettysburg;;6.6
10656;Subway (En busca de Freddy);;
10658;Howard: Un nuevo héroe;;5.1
10661;Zohan: Licencia para peinar;;5.5
10663;The Waterboy (El aguador);;5.9
10664;[•REC]²;;6.4
10673;Wall Street;1;7.0
10674;Mulan;1;7.6
10676;Halloween III: El día de la bruja;;5.0
10678;Se montó la gorda;;5.4
10681;WALL·E;1;7.8
10683;;;7.4
10684;En honor a la verdad;;6.2
10685;Juego asesino (The Watcher);;4.9
10691;Amor loco, amor prohibido;;6.6
10696;Glitter;;3.4
10705;Enrique V;;7.4
10707;Una historia de Brooklyn;;6.9
10708;Papá canguro;0;
10710;Envidia;;4.8
10712;Lejos del cielo;;6.9
10715;Looney Tunes: De nuevo en acción;;5.6
10718;Torque: Rodando al límite;;4.7
10719;Elf;;
10724;Firefox, el arma definitiva;;5.5
10727;En la oscuridad;;4.9
10731;El cliente;;6.4
10733;El Álamo - La leyenda;;5.8
10734;Fuga de Alcatraz;;7.2
10735;Un sueño para ella;;5.8
10739;Todo lo demás;;6.2
10740;Reencarnación;;5.9
10741;Bobby;;6.4
10743;Confidence;;6.4
10744;The Cooler;;6.7
10748;Supercañeras: El internado puede ser una fiesta;;5.6
10756;La mansión encantada;;5.2
10758;La camarera;;6.7
10760;Una novata en un cuento de hadas;0;6.0
10761;La boda de mi novia;;
10762;De perdidos al río;0;5.3
10764;007: Quantum of Solace;0;6.1
10765;La recluta Benjamin;;6.0
10771;El esmoquin;;5.3
10773;Mrs. Henderson presenta;;6.4
10774;Network, un mundo implacable;;7.7
10776;La tienda de los horrores;;6.6
10781;La matanza de Texas: El origen;;5.9
10782;Basic;;6.2
10783;Combinación ganadora;;4.9
10786;Robin y Marian;;6.6
10796;El único;;5.7
10800;Cazadores de Dragones;;6.5
10802;Showgirls;0;4.9
10803;La fuga de Logan;;6.6
10806;In & Out (Dentro o fuera);;6.3
10808;Dr. Dolittle 2;0;4.9
10822;Savage Grace;;5.7
10833;Las seductoras;;5.7
10844;Out of the Blue;;5.9
10858;Nixon;;
10861;Al límite del Riesgo;;5.2
10865;Atlantis: El imperio perdido;1;6.7
10866;Nunca juegues con extraños;;6.3
10871;Secuestro;;5.8
10873;La sombra del vampiro;;6.6
10876;Quills;;6.8
10877;Herida abierta;;5.3
10878;Tres idiotas y una bruja;0;5.4
10885;Retratos del más allá;;5.3
10890;El pelotón chiflado;;6.5
10894;May, ¿quieres ser mi amigo?;;6.3
10895;Pinocho;1;6.9
10913;Querida Wendy;;5.6
10914;All Hat;;1.0
10923;Superagente Cody Banks;0;5.0
10925;El regreso de los muertos vivientes;;7.3
10929;Willard;;5.8
10930;La flor del mal;;5.7
10934;Bajo el sol de la Toscana;;6.4
10935;La puerta del cielo;;6.4
10944;En carne viva;0;4.6
10947;High School Musical;1;6.1
10950;Yo soy Sam;;7.2
10955;El juego de Ripley;;
10956;;;5.5
10970;La última locura;;6.7
10972;Session 9;;6.2
10981;Nothing;;
10982;La increíble pero cierta historia de Caperucita Roja;0;5.9
10984;Un San Valentín de muerte;0;5.0
10985;Los feos también mojan;;
10987;Halloween: La maldición de Michael Myers (Halloween 6);;
10991;Pokémon 3: El hechizo de los Unown;1;5.9
10992;Como perros y gatos;0;5.0
10994;La flor del mal;;
10996;Stuart Little 2;0;5.4
10998;Atracción fatal;;6.6
10999;Commando;;
11001;De ladrón a policía;;6.1
11004;Jóvenes prodigiosos;;6.9
11007;Doce en casa;0;6.0
11011;Niño rico;;
11013;Secretary;;
11015;The Relic;;5.8
11022;Narc;;6.8
11023;Thirteen;;6.7
11024;Scooby-Doo 2: Desatado;0;5.4
11025;Muévete, esto es Nueva York;;5.5
11026;El exorcista: El comienzo;;4.7
11027;El cartero siempre llama dos veces;;6.4
11033;Vestida para matar;;6.8
11036;El diario de Noa;1;7.7
11042;Las invasiones bárbaras;;6.7
11051;La última tentación de Cristo;;7.0
11056;Darkness;;5.6
11058;El enviado;;4.7
11062;City Hall (La sombra de la corrupción);;6.0
11065;Laberinto envenenado;;5.8
11066;Boomerang (El príncipe de las mujeres);;5.4
11072;Sillas de montar calientes;;7.2
11086;The Majestic;;6.6
11090;Estoy hecho un animal;;4.6
11091;Los chicos de mi vida;;
11093;Casa de arena y niebla;;7.0
11096;El escondite;;6.1
11109;El secreto de Vera Drake;;6.8
11113;My Fair Lady;;7.4
11128;Brigada 49;0;6.2
11129;Generación Éxtasis;;6.8
11130;Princesa por sorpresa 2;;
11132;Quiero ser superfamosa;;5.1
11137;El príncipe y yo;;5.9
11141;Hasta que la ley nos separe;;5.6
11152;Las ruinas;;5.6
11153;Las vacaciones de una chiflada familia americana;;7.1
11156;Coco, de la rebeldía a la leyenda de Chanel;1;6.6
11162;El mercader de Venecia;;6.7
11165;Tora! Tora! Tora!;;6.9
11170;Equipo Marshall;;6.7
11172;Tú la letra, yo la música;;6.2
11176;Los Teleñecos van a Hollywood (La película de los Teleñecos);0;7.0
11184;Kinsey;;6.6
11186;Muñeco diabólico 2;0;5.8
11190;El regreso;;7.4
11191;Mystic Pizza;;5.9
11194;Touching the Void (Tocando el vacío);;7.6
11199;Cerdos salvajes (con un par... de ruedas);;5.6
11202;Patton;;7.3
11208;Obsesión;;
11212;El peque se va de marcha;;5.8
11217;Club desmadre;;5.1
11219;Pero... ¿Quién mató a Harry?;;6.9
11228;Daylight (Pánico en el túnel);;5.8
11229;Sin salida;;
11232;Kate & Leopold;;6.0
11237;Anacondas: La cacería por la orquídea sangrienta;;4.9
11240;;;6.6
11247;Una Cenicienta Moderna;0;6.1
11249;La semilla de Chucky;;4.9
11253;Hellboy II: El ejército dorado;1;6.5
11257;Una habitación con vistas;;6.9
11258;Hard Rain;;5.5
11260;Atrapado en un pirado;;5.0
11282;Dos colgaos muy fumaos;1;6.6
11283;La niñera mágica;;6.4
11284;Pesadilla final: La muerte de Freddy (Pesadilla en Elm Street 6);;5.1
11287;Ellas dan el golpe;;6.7
11298;Aullidos;;6.4
11302;Bananas;;6.7
11306;Al cruzar el límite;;5.7
11308;El Hotel New Hampshire;;5.8
11313;Corazones en Atlántida;;6.4
11321;Siete almas;1;7.5
11322;Enemigos públicos;;6.5
11323;¡El soplón!;;6.0
11324;Shutter Island;1;7.8
11336;La zona muerta;;6.9
11342;Warlock, el brujo;;5.8
11351;Jeepers Creepers 2;0;5.5
11353;Bowfinger, el pícaro;;6.0
11354;Más allá del odio;;6.4
11357;Halloween 4: El regreso de Michael Myers;0;5.9
11358;Pisando fuerte;0;6.0
11359;La llave mágica;;5.9
11361;Halloween 5 - La venganza de Michael Myers;;5.2
11362;La venganza del conde de Montecristo;;7.3
11363;Ella es única;;5.7
11370;El mosquetero;;5.2
11371;The Score;;6.7
11374;EDtv;;5.7
11375;Hollywood: Departamento de Homicidios;;5.0
11377;House on Haunted Hill;;5.5
11382;Balas sobre Broadway;;7.0
11386;Juego de lágrimas;;6.9
11395;¡Vaya Santa Claus!;0;6.3
11397;No es otra estúpida película americana;;
11398;El arte de la guerra;;5.6
11400;El nuevo mundo;;6.4
11404;Driving Lessons;;
11411;Superman IV: En busca de la paz;0;4.1
11412;Memoria letal;;6.5
11426;De aquí a la eternidad;;7.2
11431;Amor en juego;;
11439;El escritor (The Ghost Writer);;6.7
11442;Halloween: Resurrection;0;4.5
11446;Bienvenidos a la casa de muñecas;;6.9
11451;Herbie: A tope;;5.1
11452;Van Wilder: Animal Party;;5.9
11453;Deuce Bigalow: Gigoló europeo;;4.7
11456;Falsa identidad;;5.4
11457;La casa de mi vida;;7.2
11458;Relaciones confidenciales;;
11459;Sky High, escuela de altos vuelos;1;5.8
11460;Vuelo nocturno;;6.2
11467;La pareja del año;;5.5
11468;The Salton Sea;;7.0
11469;El caballero negro;;5.1
11470;Jason X;;4.5
11478;The Skulls: Sociedad secreta;;5.8
11495;Ojos de fuego;;5.9
11499;El desafío: Frost contra Nixon;;7.2
11507;Doble cuerpo;;6.4
11509;Silverado;;7.1
11516;Nómadas del viento;;7.0
11517;Asalto al tren del dinero;;5.4
11519;1941;;5.6
11529;Sweet Home Alabama;;6.0
11531;El libro de las sombras (BW2);;4.3
11535;Rollerball;;3.4
11536;Vidas rebeldes;;6.8
11543;Vaya par de idiotas;;6.7
11544;Lilo & Stitch;1;7.1
11545;Academia Rushmore;;
11546;Loca academia de policía 7: Misión en Moscú;0;4.1
11551;Pequeños guerreros;;6.2
11560;Toda la verdad;;6.1
11561;El dormilón;;7.0
11564;Curso 1984;;6.2
11565;Esta abuela es un peligro 2;0;5.4
11576;El mundo está loco, loco, loco;;7.0
11577;Pat Garrett y Billy el Niño;;7.2
11583;El primer gran asalto al tren;;6.6
11586;El exorcista II: El hereje;;4.5
11588;El despertar;;5.9
11592;Los asesinatos de mamá;;6.4
11596;La nueva pesadilla de Wes Craven;;6.4
11598;Made in USA;;6.4
11600;Redacted;;6.2
11601;El último escalón;;6.5
11615;;;7.3
11618;La guarida;;5.2
11619;Ratónpolis;;6.0
11620;Quo Vadis;;7.0
11622;Buscando a Eva;0;6.3
11624;Todo lo que siempre quiso saber sobre el sexo y nunca se atrevió a preguntar;;6.6
11631;Mamma Mia! La Película;0;6.4
11632;La feria de las vanidades;;5.5
11635;Aquellas juergas universitarias;;
11637;¿Cuándo llegamos?;;5.2
11638;Adivina quién;;5.5
11644;Impacto;;7.3
11648;...Y que le gusten los perros;0;5.8
11658;Lazos de guerra;;7.4
11661;Feliz Navidad;;7.2
11665;Superagente 86 de película;0;6.0
11667;Street Fighter, la última batalla;0;4.1
11676;Nada que perder;;6.3
11678;Límite vertical;;5.9
11679;xXx 2: Estado de emergencia;;4.7
11683;La tierra de los muertos vivientes;;6.0
11687;Los visitantes;;7.1
11688;El emperador y sus locuras;1;7.2
11690;Contacto sangriento;;6.6
11692;Las aventuras de Pluto Nash;;4.4
11697;El hombre que mató a Liberty Valance;;7.4
11699;Teniente corrupto;0;6.0
11702;Asesinos de reemplazo;;6.0
11770;Shaolin Soccer;;6.6
11775;Crueldad intolerable;;5.8
11778;El cazador;;
11780;Rob Roy, la pasión de un rebelde;;6.5
11798;This Is England;;7.4
11802;Space Chimps. Misión espacial;;
11804;White Noise: Más allá;;5.6
11812;La cosa más dulce;;5.3
11817;El monje;;5.1
11818;Iraq, el valle de los lobos;;4.3
11820;La sonrisa de Mona Lisa;;6.5
11823;Wimbledon. El amor está en juego;0;6.0
11826;Sexy Beast;;7.0
11827;Heavy metal;;6.2
11831;Amistad;;6.8
11835;Sentencia de muerte;;6.5
11836;Bob Esponja: La película;0;6.7
11843;El regreso de la pantera rosa;1;6.7
11858;Un poeta entre reclutas;;5.9
11863;Jade;;5.2
11866;El vuelo del Fénix;;5.7
11870;Gordo mentiroso;;5.6
11873;El color del dinero;;6.7
11876;El húsar en el tejado;;6.7
11887;High School Musical 3: Fin de Curso;1;6.2
11888;Aventuras en Alaska;;5.3
11889;Iris;;6.2
11891;Kung Pow: A puñetazo limpio;;6.1
11892;Asesinato... 1-2-3;;6.0
11901;Infierno de cobardes;;7.4
11904;El secreto de la pirámide;;6.7
11908;Hatchet;;5.7
11917;Saw V;0;5.9
11918;Superhero Movie;;4.9
11932;La novia de Chucky;0;5.5
11934;El gran salto;;7.1
11935;Capricornio Uno;;6.4
11954;Lifeforce, fuerza vital;;6.2
11956;When the Cat's Away;;6.1
11959;UHF;;6.7
11967;Arma joven;;6.6
11968;Inmersión letal;;5.8
11969;Tombstone: la leyenda de Wyatt Earp;;7.4
11971;Mucho ruido y pocas nueces;;7.2
11973;Trece días;;6.9
11975;Legítima defensa;;6.7
11977;El club de los chalados;;6.6
11978;Hombres de honor;;7.0
11979;La reina de los condenados;;5.4
11980;Ángeles y demonios;;6.4
11983;Prueba de vida;;6.0
12079;Spun;;6.6
12085;Tres mujeres y un plan;;5.9
12088;Fortaleza infernal;;5.7
12090;Recién casados;;5.3
12093;Lilya forever;;7.7
12094;Jackass 2: Todavía más;0;6.4
12096;La pantera rosa;0;5.6
12100;Códigos de guerra;;5.8
12103;Ni una palabra;;6.0
12106;Rápida y mortal;;6.3
12107;El profesor chiflado II: La familia Klump;;4.7
12109;La leyenda del DJ Frankie Wilde;;7.1
12113;Red de mentiras;1;6.5
12117;Instinto;;6.2
12120;Mi novia es una extraterrestre;;5.3
12123;Reacción en cadena;;5.3
12133;Hermanos por pelotas;;6.5
12138;Los reyes del crimen;;5.8
12142;Alone in the Dark;0;3.1
12144;En busca del valle encantado;;7.0
12149;Escalofrío;;7.0
12150;Melodía de seducción;;6.7
12153;Dos rubias de pelo en pecho;;6.3
12154;Tres hombres y un bebé;;5.8
12155;Alicia en el País de las Maravillas;1;6.4
12158;Un vampiro suelto en Brooklyn;;4.5
12159;Más allá de los sueños;;6.8
12160;Wyatt Earp;;6.5
12162;En tierra hostil;1;7.2
12163;El luchador;;7.3
12177;El gurú del buen rollo;;4.3
12182;Nick y Norah: Una noche de música y amor;;6.4
12183;Un caradura de confianza;;5.2
12184;Las hermanas Bolena;;
12192;Juegos criminales;;5.6
12193;Como en casa en ningún sitio;;5.3
12201;Al límite;;6.2
12207;La leyenda del luchador borracho;;7.2
12211;;;4.4
12212;Leyenda urbana 2;0;4.4
12220;Historia de lo nuestro;;5.9
12227;Colmillo blanco;;6.5
12228;Dentro de garganta profunda (Inside Deep Throat);;6.8
12244;Número 9;1;6.6
12245;Los crímenes de Oxford;;5.7
12246;Mongol;;6.5
12247;Shotgun Stories;;6.9
12257;Todo queda en casa;;4.8
12271;Factory girl;;6.2
12277;El hermano secreto;;5.5
12279;Spy Kids 3-D: Game Over;0;4.7
12281;Mean Creek;;6.9
12289;Acantilado rojo;;7.1
12312;Un padre de cuidado;;5.5
12400;Cinturón Rojo;;6.4
12403;Escapada perfecta;;6.2
12404;Orson Welles y Yo;;6.6
12405;Slumdog Millionaire;1;7.6
12410;Good;;6.3
12412;Miracle at St. Anna;;6.3
12429;Ponyo en el acantilado;0;7.5
12437;Underworld: La rebelión de los licántropos;1;6.2
12454;Todo o nada;;7.0
12479;El desayuno de los campeones;;5.2
12484;Los malditos (Vampiros del desierto);;4.9
12486;Movida en el Polo;;3.2
12498;El otro lado de la vida;;7.4
12506;Grita libertad;;6.9
12508;Rock Star;;6.0
12509;Pollock. La vida de un creador;;
12535;Máxima ansiedad;;6.5
12555;Yo serví al rey de Inglaterra;;7.0
12569;Extract;;5.7
12573;Un tipo serio;;6.6
12586;Bella;;6.7
12589;Jimmy Neutron: El niño inventor;;
12596;Fuera de control;;5.7
12602;El tormento de las trece doncellas;;6.3
12610;Osmosis Jones;;5.9
12612;Freeze Frame;;6.9
12618;Caprichos del destino;;5.3
12620;Una conejita en el campus;0;5.6
12621;Hamlet 2;;6.1
12634;Golpe en Hawai;;5.0
12637;New York, New York;;6.1
12657;Soul Plane;0;4.7
12658;Siempre a tu lado;;6.0
12690;Appaloosa;;6.3
12703;The Brown Bunny;;5.5
12704;Ishtar;;4.2
12763;Déjate llevar;;6.6
12770;Un diploma muy caro;;4.4
12771;Colgado de Sara;;5.0
12779;Barridos por la marea;;4.8
12783;La duquesa;;6.7
12797;¡Me ha caido el muerto!;;6.4
12819;Alpha y Omega;;5.3
12837;La vida secreta de las abejas;;7.4
12838;El uno para el otro;;5.8
12877;Dead Man's Shoes;;7.2
12901;La guerra sin fin (No End in Sight);;7.2
12920;;;6.3
13001;Stargate: El arca de la verdad;;6.9
13006;Segundo sangriento;;5.7
13007;Religulous;;7.2
13025;El diario de los muertos;;5.4
13027;La conspiración del pánico;;6.3
13051;Max Payne;;5.2
13053;Bolt;0;6.3
13056;Punisher 2: Zona de guerra;;5.6
13064;Airborne;;6.1
13066;I Want Someone to Eat Cheese With;;5.7
13067;Entre mujeres;;5.8
13072;La ley de Brooklyn;;5.8
13074;El último asalto;;5.9
13075;Sherrybaby;;6.3
13079;La vida ante sus ojos;;6.1
13090;Sunshine Cleaning;;6.5
13092;Nueva York para principiantes;;6.2
13121;Vagina dentata;1;5.2
13132;All the Real Girls;;5.9
13150;Cuestión de Honor;;
13154;Little Tokyo, Ataque Frontal;;5.7
13155;Oz, un mundo fantástico;;6.7
13156;El secreto de los McCann;;6.9
13158;Aqua Teen Hunger Force Colon Movie Film for Theaters;;6.5
13159;Lo dice Georgia;;5.6
13160;Por encima de su cadaver;;5.3
13166;Freddy el colgao;0;4.6
13173;Los diez locos mandamientos;;4.9
13183;;;7.0
13184;Peligro en Bangkok;;5.0
13187;La Navidad de Charlie Brown;;7.5
13191;Negocios de guerra;;5.6
13193;Salvados;;6.3
13197;Entre la Décima con Wolf;;6.3
13198;Wristcutters: A Love Story;;6.7
13201;Jóvenes salvajes;;5.5
13223;Gran Torino;1;7.8
13250;Chantaje;;6.3
13260;Semi-Profesional: Un equipo de pelotas;;5.4
13279;Protegidos por su enemigo;;5.9
13282;La carrera de la muerte del año 2000;;5.9
13335;Dos colgaos muy fumaos: Fuga de Guantánamo;0;6.2
13342;Aquel excitante curso;;7.0
13362;Taxi al lado oscuro;;6.6
13363;The Man from Earth;;7.7
13370;Un poderoso viento;;6.6
13374;Soñando, soñando... triunfé patinando;;5.9
13389;Asesinato justo;;5.9
13403;Hedwig and the Angry Inch;;7.4
13405;Los niños de Huang Shi;;6.5
13408;The Wash;;5.3
13411;El más buscado en Malibú;;4.7
13429;Donkey Punch: Juegos mortales;;4.5
13435;Antwone Fisher;;6.7
13448;Ángeles y demonios;1;6.5
13460;Doomsday: El Día del Juicio;;5.8
13475;Star Trek;1;7.4
13476;El chico de tu vida;;5.5
13483;Despierto;;6.3
13490;Bienvenido a casa Roscoe Jenkins;;5.7
13491;Arn: El caballero templario;;6.4
13495;Alatriste;0;5.6
13496;Forajidos;;5.7
13497;Drumline;;6.2
13498;El hombre de la casa;;5.4
13501;La chica de mis sueños (The good night);;5.7
13503;Texas Rangers;;5.4
13508;¿Quién mató al coche eléctrico?;;7.2
13510;Silencio en el lago;;6.7
13515;Reflejos;;6.0
13516;Slacker Uprising;;5.9
13518;Fuel;;7.0
13523;Sex Drive;;6.0
13536;Condenado;;5.7
13537;El precio de la verdad;;6.6
13538;Deseo de venganza;;5.2
13539;Aquí en la Tierra;;5.4
13551;The Dead Girl;;6.4
13569;Thr3e;;4.8
13576;This Is It;;6.7
13579;The Longshots;;6.5
13596;Una novia para dos;;5.4
13600;City of Ember: En busca de la luz;;6.2
13649;High School Musical 2;1;6.1
13673;Navidad con los Krank;;5.2
13680;Papá por sorpresa;0;6.0
13682;La película de Heffalump;;6.4
13685;Ladrón que roba ladrón;;6.8
13688;CJ7;;6.1
13689;;;7.3
13700;Zafarrancho en el rancho;0;5.7
13751;Akeelah contra todos;;6.7
13768;El bosque mágico de Tuck;;6.4
13776;Diner;;6.9
13778;Dickie Roberts: Ex niño prodigio;;5.1
13785;Very important perros;;6.7
13788;La semilla del mal;;4.8
13805;Un Desastre de Pelicula / Disaster Movie;0;3.0
13807;Exiled;;7.0
13809;RocknRolla;;6.9
13811;Señales del futuro;0;5.9
13812;Cuarentena;;5.5
13816;Ritmo salvaje;;5.1
13820;Repo Man (El recuperador);;6.7
13824;Superstar;;5.1
13827;Surfer, Dude;;4.7
13836;La montaña embrujada;;5.5
13849;The Cottage;;6.3
13853;El clan del oso cavernario;;4.8
13856;Especial;;6.6
13888;Regreso al lago azul;;5.1
13889;Madadayo;;7.5
13898;El círculo;;6.6
13908;El maestro del disfraz;;3.7
13909;La legión invencible;;7.1
13919;Kidnapped: Historia de un secuestro;;6.7
13920;Me llaman Radio;;6.8
13922;El gran rescate;;6.8
13937;En nombre de Caín;;5.9
13938;El último dragón;;6.4
13948;An American Carol;;4.1
13950;Doble impacto mortal;;5.8
13960;ATL;;6.0
13963;El último vals;;7.9
13967;Miss Potter;;6.3
13972;The Women;;
13973;Asfixia;;6.0
13982;8 Cabezas;;5.4
13983;Finishing the Game: The Search for a New Bruce Lee;;4.9
13990;The Wackness;;
13991;Locura en la universidad;;4.8
13994;Romance & Cigarettes;;6.0
13996;Guerra de vinos (Bottle Shock);;6.6
14012;Flicka;;6.1
14014;The Hammer;;6.5
14022;Slacker;;
14024;Escucha mi voz;;6.0
14033;Escapando de la oscuridad;;4.4
14034;¿Qué más puede pasar?;;5.1
14043;Nancy Drew. Misterio en las colinas de Hollywood;;5.8
14047;The Great Debaters;;6.9
14048;Man on Wire;;7.5
14054;Snow Angels;;6.5
14057;Ellas y ellos;;5.5
14112;Desenfocado;;
14113;El capitán Zoom y los pequeños grandes héroes;0;4.9
14114;You Got Served;;4.8
14120;El final del espíritu;;6.1
14137;Beer League;;5.3
14139;Los cronocrímenes;;7.0
14144;Papá canguro 2;0;4.4
14156;Impact Point;;5.7
14160;Up;1;7.7
14161;2012;1;
14164;Dragonball Evolution;0;2.9
14165;Ta Ra Rum Pum;;6.0
14175;Valiant;;5.2
14177;Beauty Shop;;5.4
14181;El informador;;6.5
14191;Aquamarine;;
14195;Cecil B. Demente;;6.2
14199;Las aventuras de Sharkboy y Lavagirl;;4.4
14202;El velo pintado;;7.1
14220;Naturaleza a lo bestia;;4.7
14256;Winter Passing;;6.7
14271;Beyond the Mat;;7.8
14275;Hoop Dreams;;7.7
14278;Murderball;;6.9
14283;El violín rojo;;7.3
14284;In the Shadow of the Moon;;7.6
14290;Better Luck Tomorrow;;6.5
14292;El milagro (Miracle);;7.0
14293;Poolhall Junkies;;6.5
14295;Puedes contar conmigo;;6.8
14299;Cadillac Records;;6.9
14306;Una pareja de tres;;6.9
14317;Los Thornberrys. La película;;
14324;Aprendiz de caballero;;4.3
14325;The express: la historia de Ernie Davis;;7.1
14337;Primer;;6.9
14351;Crossover;;4.2
14353;Repo! The Genetic Opera;;6.7
14358;Mad Hot Ballroom;;7.2
14359;La duda;;7.0
14369;Pirados por la nieve;;5.8
14392;The Warlords: Los señores de la guerra;;6.3
14395;Kabhi Alvida Naa Kehna;;6.1
14396;Código negro;;4.7
14405;Un chihuahua en Beverly Hills;0;4.9
14411;Simbad: La leyenda de los siete mares;;6.6
14425;PCU;;6.0
14429;La chica de al lado;1;5.8
14434;Creo que quiero a mi mujer;0;5.0
14435;San Valentín sangriento;0;5.3
14438;Prueba de fuego;;7.0
14442;Hechizada;;5.9
14444;Rugrats: La película - Aventuras en pañales;1;5.7
14451;Zombis nazis;;6.1
